,LEIRO_FID,GEOM_FIDS,ANYAG,MERET,HOSSZ,HIBA_DB
1073,45211,1360574;1360575;1367076;1367081;1387050;1387055;1387056;1387061;1387062;1387067;1387068;2810700;2810701,pvc,140,200.9100,
1074,47831,2812040;2812041,kpe,110,67.8800,
1075,47832,782882,kpe,160,0.4800,
1076,47835,1369915;1390949;1407014;1407015;73138219;73138220,gov,200,124.1200,
1077,47840,2811039;2811040,ov,100,0.7600,
1078,14762782,14762800;14762868;14762959;14762973;14762974;14762987;14763015;14763030;14763043;14763044;14763056;14763057;14763074;14763087;14763088;14763329;14763330,gov,100,108.2800,
1079,54870622,54870687;54870760;54870774;54870788;54870801;54870802,kpe,110,53.1800,
1080,54870628,54870674;54870717;54870718,kpe,110,19.0800,
1081,70521,781938,ac,200,2.2700,
1082,70523,782041,kpe,110,2.6100,
1083,70536,782166,a,400,26.7200,
1084,70546,782180,a,400,48.0800,
1085,70549,2810139;2810140,kpe,315,6.3200,
1086,46116,1362571;1362576;1374855;2807759;2807760;2807765;2807766,ac,100,63.6800,1
1087,46119,786295,kpe,315,52.9200,
1088,46120,786293,kpe,315,0.5900,
1089,46121,786292,ov,80,32.8700,
1090,46122,786290,kpe,315,104.5700,
1091,46124,1351846;1351850;1351851;2828970;2828971,ac,125,40.2500,
1092,46125,1353630;2846729;2846730,ac,125,73.8500,
1093,46126,1394825;1404389;1404390;1404396;1404401;1404405;1404406,ac,125,88.0100,
1094,46127,1403868;1403871;1403872,ac,125,35.6500,
1095,46129,1395002;1404196;79840387,ov,50,43.3800,
1096,46130,1403783;1403784;1404292;1404297;1404303;1404321;1404322;1404327;1404333;1404340;1404345;1404346;1405884;1405885;2833392;2833393,kpe,160,133.5600,2
1097,46131,786239,ov,80,0.5500,
1098,46132,786238,kpe,110,0.3900,
1099,45212,1380820;1380825;1380830;1380831;2847802,kpe,110,59.7300,
1100,45213,6274381;6274493;6274494;14960240;20258346;20258347,kpe,160,107.6700,
1101,45214,1354979;1355223;1355224;1372788;1372795;1372796;1372801;1372802;1372808;1372813;1372814;1372819;1372820;1372825;1372826;1372955;1385894;1385898;1385899;6274219;6274220;67652650;67652651,kpe,110,310.1300,
1102,45215,785634,kpe,160,22.2900,
1103,45216,1355212;1355213;1355218;1355219;2836210;2836211,kpe,110,74.1900,
1104,45217,1354944;1354945,kpe,110,24.4500,
1105,45218,1353980;1355202;1371138;1371144;1371145;1391852;1391853,kpe,110,92.3100,
1106,45220,1387654;2811747;2811748,kpe,110,55.5100,
1107,45221,1372906;1387720;1387721;1387725;1387726;1387737;1387738;1387743;1387750;1387757;1387763;1387764,kpe,110,100.2100,
1108,45222,1360305;1360434;1360435;2813100;2813101,kpe,110,90.0900,
1109,45223,1367178;1367179;1367185;1367190;1367195;1367205;1367217;1389996;1390001;1390002;1390045;1390046;1394779;1405809;1405810;2836054;2836055;2847417;2847418,kpe,110,219.2000,
1110,45224,1389687;53222430;53222431,kpe,110,41.4900,
1111,45225,1369214;1369215,kpe,110,39.3700,
1112,45226,1389695;1389699;1389704;1389710;6274195;6274196,kpe,110,78.4000,1
1113,45227,785556,kpe,110,6.7500,
1114,45228,1349069;1349083;1349089;1349095;1349096;1353942;1353943;6284589;6284590,kpe,90,116.7500,
1115,45229,1359715;1359716;1385857;1390616;1390622;1390623;1390629;1390635;1390636;1395958;1395964;2807696;2807697;6274335;6274336;38997448;38997449,kpe,110,182.2100,
1116,45230,1369525;1369530;1369536;1369542;1369553;1369559;1369560;1370009;1380720;1380721;1380726;1380732;1380738;1397378;1397379;1397384;1397441;1397442;1397447;1397453;1397458;1397459,kpe,160,228.0500,1
1117,44398,2846092;2846093,kpe,110,65.4400,
1118,44399,1349858;1349859;2833221;2833222;81953076;81953130;81953131,kpe,160,59.0600,
1119,44401,2839967;2839968;6268352;6268353,kpe,110,98.7100,
1120,71673,1353009;1353010;1357047;1393184;1393185,kpe,110,46.0100,2
1121,48559,1405297;1406742;1407496;1408951;1408993;1409972;1411043;2814186;2814187;2814287;2814288;6270875;6271989;6271990;6272213;6272214;6272256;6272257;6272262;6272263;6272268;6272274;6272275;6272439;6272440,kpe,90,246.6300,
1122,46406,1351205;1374366;1374367;9157944;9157945,kpe,110,180.5400,
1123,46422,1374302;1375614;1375618;1375623;1375628;1375633;1375634;1375845;2847089;2847090,kpe,110,110.5700,
1124,45560,793975,ov,80,35.2400,
1125,45561,1376838;1376839;1379801;1379813;1379825;1390272;1390273;1393391;1393392;1405217;1405218;1407784;1407785;6274304;6274305;25145149;25145150,ov,100,292.9800,2
1126,45563,1375920;1376852;1376853,ov,100,39.2900,
1127,46655,785675,ac,300,0.7500,
1128,46656,785674,ac,300,1.5900,
1129,46660,1397229;1397234;1397239;1397244;1397249;1397250;2807371;2807372,kpe,110,59.3800,
1130,46661,1395279;2815048;2815049,ac,80,24.5400,
1131,46662,1395296;1395302;1395303;1395314;1395318;1395319;1395325;1395330;1395339;1395345;1395351;1395352;1395362;1395363;1395369;1395378;1395384;1395385;1395395;1395396;2825630;2825631;6289866;6289867,ov,50,169.0800,5
1132,46663,1395551;1395552;6273872;6273873,pvc,63,60.9900,
1133,46664,1398269;1398273;1398274,ac,150,48.6500,1
1134,46665,2808724,kpe,110,51.2700,
1135,46668,1396608;2827617;2827618,ac,100,57.2700,
1136,46669,1402013;2826023;2826024,ac,100,46.9500,1
1137,46670,785604,ac,150,1.1900,
1138,46671,2827465;2827466,ac,150,16.5400,
1139,46674,1377602;1377612;1377617;1377618;1377623;2829278;2829279,ov,80,61.5500,1
1140,48566,1407160;32144993;32144994,kpe,110,20.0000,
1141,48567,2808863;2808864;2814159;2814160,ac,80,69.2200,
1142,48572,1408025;1408026;2814306;6271132;6271947;6271960;6271965;6271971;6272282;6272288;6272293;6272300;6272710;6272716;6272717;6272765;6272766;6273100;6273101,kpe,110,127.9700,
1143,48573,1386897;1386898,kpe,110,1.7100,
1144,48580,1406368;1406373;1406379;1406384;1406385;2814139;2814140,ac,100,77.8900,
1145,48581,1404831;1404836;1404841;1404846;1404851;1404861;1404867;1404877;1404892;1404899;1404900;1404905;1404906;1404911;1404912;1408047;1408048;1410543;1410550;1410556;1410562;1410568;1410574;1410581;1410588;1410595;1410602;1411196;1411202;1411208;1411214;1411215;2814133;2814134;2814173;2814174,ac,80,220.9600,
1146,47563,1356299;2815377;6274274;33041331;33041332,kpe,110,92.8800,1
1147,46679,1405593;1405594,gov,200,98.4400,
1148,46680,2832404;2832405,gov,300,1.1700,
1149,46681,2807420;2807421,ac,150,268.4400,3
1150,46682,2815900;2815907;2815908,ac,150,331.2400,
1151,46684,785525,ac,150,5.2500,
1152,46685,2846851;2846852,ac,80,3.2900,
1153,46687,785521,ac,150,1.0200,
1154,46713,1369976;1369977;1369983;1369992;1369993;1369998;1369999;1391929;1407024;1407025;1408309;2809162;2809163;2811953;2811954;11002602;11002603;11002616;11002631;11002687;11002688;11002701;20258313;20258314,kpe,90,243.8800,
1155,47841,2845753;2845754,kpe,90,4.0100,
1156,47845,783805,gov,300,128.0500,
1157,47848,783800,kpe,90,0.5500,
1158,45036,1350392;1367479;1367480;1367486;1367487;1367492;1374357;1374358;1393089;1407338;1407339;6273903;6273904,kpe,110,94.8600,
1159,46134,1362670;1362676;1362682;1362687;1362688;1362698;1362703;1363081;1363086;1363087;1363131;1363137;1364191;1372948;1372949;1405283;1405284;27345823,ov,80,103.5400,1
1160,46135,1379130;1379131,ac,200,179.8600,
1161,46136,1363162;1363660;1363666;1363667;2811533;2811534,ac,200,47.7600,5
1162,46138,1360084;1360085,ac,200,22.6200,
1163,46139,786173,ac,200,64.0300,
1164,46140,2815461;2815462,gov,200,1.6900,
1165,46141,786170,gov,200,0.5400,
1166,46143,2811697;2811698;2846111;2846112,kpe,250,228.3400,
1167,46145,2832542;2832543,kpe,250,168.2400,5
1168,46147,1359915;1364159;2806242;2806243,kpe,110,35.9700,5
1169,46148,1363618;1377243;1377247;1377248,ov,80,61.6300,
1170,44117,1351951;1351961;1351966;1354938;1354939;1354994;1355230;1355235;1355250;1355256;1355262;1355268;1355274;1355280;1355286;1355292;1355298;1355304;1355310;1355316;1355321;1355327;1355328;1374978;1374979;1374984;1374985;1374990;1374991;1393526;1393527;2836203;2836204,kpe,110,396.9100,
1171,44119,1386710;1399095;1399099;1399100;2810545;2810546,ac,100,35.4400,1
1172,44126,1372910;1372911;1375774;1375779;1375784;1375785;1375891;2814816;2814817;2826087;2826088;6274286;6274287,kpe,110,214.8600,
1173,44128,1367055;1386300;1386301;1386305;1386310;1386311,kpe,110,77.0200,
1174,44129,1364475;1364476;1385586;1385591;1385598;1385599;1385605;1385611;1385617;1385622;1385623;1385629;1385634;2826062;2826063,kpe,110,161.1200,2
1175,44130,1395858;1395863;1395868;1395873;1395878;1395883;1395888;1395893;1397704;1397709;1397714;2818350;2818351;6283404;6283405,ac,100,133.6400,
1176,44135,1360459;1360460;1360466;1360471;1377958;1392679;1392680;1393203;2824325;2824326,ac,80,86.6800,
1177,44144,1377923;1377928;1377933;1377938;1377943;1377948;1377953;1377954;1405363;1405364,ac,80,120.2800,
1178,44145,1377882;1377886;1377887;1380555;1380556,kpe,90,52.5500,1
1179,44157,2824419;2824427;2824428,kpe,110,6.5000,
1180,44158,791027,kpe,110,1.3600,
1181,44159,1380565;1380570;1380575;1380579;1380580;1380629;1380630;1380635;1380641;1380665;1380671;1380677;1380683;1380689;1380694;1380695;46810820;46810821;46810860;46810861;53800354;53800355,kpe,110,261.5300,1
1182,44170,1380704;1385963;1385964;2824357;2824358,ac,50,45.7800,1
1183,46957,1349592;1349593;1355015;1359808;1359995;1360002;1360264;1360393;1360394;1375689;1375690;1389397;1389398;6284565;6284566,kpe,110,137.3400,
1184,46958,1349534;1350037;1393596;1393597;2831556;2831557,kpe,110,110.6800,
1185,46963,1378336;1378337;1378348;2844553;2844554;38516687;38516688;76811025;76811026,ac,125,67.5700,1
1186,46965,1403070;1403071;1406907;2819390;2819391,ac,100,81.0600,1
1187,46966,2840131;2840132;2846824;2846825,ov,80,206.3500,1
1188,46969,2831519;2831520;6273253;6273254,kpe,110,108.3100,
1189,46972,1349200;1349205;1349210;1349215;1349216;2811032;2811033,kpe,90,172.1000,
1190,46978,1359587;1397777;1398942;2822441;2822442,kpe,110,176.4100,
1191,46980,2831427;54034499;54034500,kpe,63,90.8700,
1192,47003,1365522;1365602;1365607;1365612;1394290;2809653;2831112;2831113;6273855;6273860;6273861;38997466;38997467,kpe,110,173.2600,1
1193,47006,1402291;1402292,kpe,25,23.1900,1
1194,47014,785722,kpe,110,0.3000,
1195,62506,785867,ac,250,138.0500,
1196,62507,1351542;1351546;1351551;1351557;47077841;47077842,kpe,315,68.1200,
1197,62526,1348762;1348767;1348801;1348805;1348806;1374335;1374336,kpe,90,84.5200,
1198,61663,2807304;2807305,kpe,90,17.6800,
1199,61664,2806714;2806715,kpe,160,72.8600,
1200,61671,2807143;2807144,kpe,160,24.2000,
1201,60767,1350754;1350757;1350758,kpe,110,72.7100,
1202,48208,1406756;1406761;1406771;1406776;1406781;1406787;1409090;1409091;2813325;2813326;5810335;5810336,kpe,90,234.7000,
1203,48209,1392537;1392538;1406792;1406796;1406806;2808879;2808880;2813239;2813240;7846606;7846607,kpe,90,120.0000,
1204,44685,2836542;2836543;2836606;2836607,kpe,110,26.4100,
1205,44732,1352662;1357590;1405331;1405332;1411220;5810275;5810276;75457225;75457226;76416658;76416659,ac,100,133.5000,
1206,44734,1363385;1363390;1363399;1363400;1363406;1363411;1363416;1363426;1363431;1363432;1363438;1363443;1363448;1363453;1363458;1363463;1363468;1363878;1363884;1363890;1363895;1363896;1375329;1397894;1397900;2817263;2817264;2839519;2839520,kpe,110,189.9900,2
1207,44735,1400861;1400870;1400876;1400877;1400883;1400888;1400893;1400898;1400903;1400908;1400913;1400919;1400924;1400929;1400934;1400938;1400939;26961129;26961130,kpe,110,243.7900,3
1208,44736,2818479;2818480,kpe,315,239.8800,
1209,44737,793935,kpe,315,0.7200,
1210,44738,793934,kpe,315,41.2100,
1211,44746,1374635;1374639;1374644;2847082;2847083,kpe,200,90.6600,
1212,45855,1349011;1349016;1349021;1349027;1349038;1349043;1349054;1349059;1349064;1349065;1359633;1359634;1368002;1368003;2838092;2838093,kpe,90,153.9100,
1213,45856,1348955;1349102;1349106;1349107;1349112;1349113;1349118;1349131;1349142;1349143;1349148;1349154;1349160;1349161;1374323;1374324;2808704;2808705;2838117;2838118,kpe,90,223.9500,
1214,45857,1372641;1372642;2838085;2838086,kpe,90,79.2400,
1215,45882,2829733;2847444;2847445,ac,300,458.6100,
1216,45884,1356916;1356927;1357228;1357239;1357246;1357251;1357258;1368083;1368084;1368122;1368123;1391661;1391662;1391915;1391916;1411354;2810916;2810917;2847217;2847218;6274250;6274251;6274262;6274263;6274268;6274269,kpe,90,249.4900,
1217,45885,794510,kpe,200,23.7200,
1218,45887,794507,ac,100,1639.9400,
1219,45889,1356477;1356489;1356495;1356820;1356825;1356843;1356858;1356863;1356864;1356869;1356870;1374204;1374205;1374210;1374211;1404733;1406609;1406610;1410398;1410399;2812361;2812362;6273972;6273973;20258216;20258217,kpe,90,558.8200,
1220,60284,1372140;1396489;1396500;1396501;1396506;1396507;5810132;5810133;6273806;20258183;20258184,ov,100,104.8200,1
1221,60291,2846661;11464725;11464726,ac,300,164.9600,
1222,60292,2806688;2831491;2831492,kpe,63,6.3600,
1223,59359,779877,kpe,110,1.6000,
1224,59363,1408660;1408899;1409287;1410854;1410855;1410861;1410871;1410876;1410885;1410886;2814098;2814099;2814193;2814194;6270882;6271108;6272207;6272208;6272385;6272386,kpe,110,165.4400,
1225,47022,1385786;1385792;1385793;1389412;1389413;2814971;2814972,kpe,110,139.9600,
1226,47055,1390349;1390358;1390367;1390368;1409778;1409779;2828451;2828452,kpe,110,126.4700,
1227,60568,2806788;2806789,kpe,110,5.7500,
1228,60570,1392436;1392437;2806782;2806783,gov,150,12.2200,
1229,60572,1391717;1391723;1391729;1391735;1391747;1391748;1391753;1391759;1391760;1391765;1391770;1391775;1391780;1391785;1391790;1391795;1391800;1391805;1391810;1391815;1391820;1391830;1391831;1392385;1392390;1392395;1392405;1392406;1392412;2806818;2806819;6283338;6283339,gov,150,207.9800,
1230,60579,2806940;2806941,gov,200,3.7300,
1231,60580,778466,gov,200,11.3900,
1232,47056,2806829;2806830,gov,150,0.5900,
1233,47074,2806806;2806807,gov,300,20.5600,
1234,47075,783746,gov,150,6.0000,
1235,47076,1372550;1372560;1372561,kpe,110,51.6700,
1236,48225,781399,kpe,200,41.2800,1
1237,62641,1380777;1380782;1380783;1380957;1380962;1380967;1380973;1380974;2829935;2829936,ac,100,97.1800,
1238,44535,1373828;1374496;1376197;1376198;1376202;1376203;6273603;6273604,kpe,90,180.5900,
1239,44537,1373538;1373543;1373547;1373548;1373570;1373575;26931664;26931665,kpe,160,118.6500,
1240,44538,1359730;1360366;1367769;1370228;1373552;1376079;1376096;1376097;1376102;1376236;1376237;1376242;1376243;1376255;1376278;1405172;1405173;1405291;1405352;2840048;2843692;2843693;20258574;20258575;26932019;33041365;33041366;59066108;59066109;62134256;62134257;62418006;62418007,kpe,90,517.4200,
1241,44539,1373565;1373581;1373582;1373588;2833252;2833253;2840042;2840043,kpe,160,200.4300,
1242,44542,1374398;1375167;2833265;2833266,kpe,110,67.1700,
1243,45639,784178,ac,250,1.7700,
1244,45641,1367939;1367943;1367948;2827544;2827545,gov,150,87.1900,
1245,45642,1367814;1367817;1367818,gov,100,67.9500,
1246,45643,784161,gov,150,0.4900,
1247,45645,1355526;1367858;1367863;1367868;2844218;2844219,gov,200,74.3800,
1248,45646,2842442;2842443,gov,250,172.4100,
1249,45647,784115,gov,250,0.6500,
1250,45689,1350427;1369887;1370186;1370187;1370193;1370205;1370206;1370211;1371252;1371260;1371265;1371266;1371276;1371277;1371282;1372593;1372599;1372604;1372609;1372614;2810963;2810964;2816866;2816867,kpe,110,197.1500,
1251,44767,2847103;2847104,ac,125,38.9600,
1252,44768,1373795;2819739;2819740,ac,100,74.6300,
1253,46800,1354332;1354338;1354343;1354358;1354364;1354370;1354376;1354394;1354416;1354422;1354428;1354434;1354440;1354441;1354692;1354697;1354698;1367801;1367802;1371579;1371580;1391857;1391858;2816325;2816326;2816364;2816365,kpe,110,299.7200,
1254,46815,1392954;1392955;10858870;83329585;83329586,kpe,110,70.2700,
1255,46838,1354089;1354265;1354272;1354314;1354320;1354406;1354451;1354744;1354750;1354767;1354774;1354775;1354780;1354792;1354793;1355087;1355088;1355092;1355093;1355099;1355105;1355106;1355543;1355544;1355549;1355550;1392594;1392595;2836440;2836441;78337395;78337396,kpe,110,247.3000,
1256,44777,2815454;2815455,ac,200,27.8100,
1257,44778,793573,kpe,250,19.1800,
1258,44782,1403240;1403241;2843829;2843830,ac,100,179.8000,2
1259,44786,1353666;1353671;1353676;1353681;1353686;1353691;1353696;1353706;1353711;1353925;1409211;1409212;2815344;2815345;2827030;2827031,ov,80,224.7200,2
1260,44788,2843838;2843839,ac,200,1.6100,
1261,44791,1362591;1391304;2806399,kpe,160,40.4400,
1262,44792,1363585;1363589;1363594;2842271;2842272,ac,100,62.9000,
1263,44793,1378758;1378763;1378928;1378933;1378937;1378938;1394016;2841367;37394992;37394993,ov,80,60.4900,1
1264,44794,2842096;2842117;2842118,a,200,14.6400,
1265,44796,1378991;1379001;1379006;1379007;1379012;1379017;1379018,ac,80,89.0400,
1266,44797,1378784;1378793;1378798;1378799;1394034;1394035;2843145;2843146,pvc,110,85.3700,1
1267,44800,793439,kpe,90,51.3200,
1268,44801,1359409;1359413;1359423;2840163,kpe,90,25.3300,
1269,44803,1359371;1359375;2840189;2840190,kpe,90,22.1800,
1270,45923,785697,ov,80,12.3800,
1271,45924,1358940;1370157;1370158,ac,80,27.0000,
1272,45925,1353720;1353730;1355517;1355518;1360088;1360089;1401388;1401394;1401893;1401894;1402916;1402922;1402923;2821138;2821139,ov,80,161.5300,1
1273,45927,785690,ov,80,4.1000,
1274,45928,1350280;1372285;1372286;1374527;1374528,kpe,160,48.1100,
1275,45929,6283422;6283423,kpe,160,6.3700,
1276,45931,785685,kpe,110,0.3800,
1277,45932,1358345;1358350;1358355;1358360;1358365;1360579;1360584;1373359;1375257;1375258;1399207;2840744;2840745;25674582;25674583;26931613;26931614,kpe,110,246.0200,
1278,45935,2841905;61014841;61014842,kpe,110,35.1200,
1279,60318,1406898;2808398;2808399,kpe,110,7.6900,1
1280,48001,1408695;1408696;1410926;1410931;1410932,kpe,110,46.6300,
1281,48005,1406485;1406486,kpe,110,134.7200,
1282,48011,1406489;1406490,kpe,200,151.7500,
1283,48014,2808971;2808972,kpe,90,139.3300,
1284,48016,1411064;2808984;2808985,kpe,110,111.3200,
1285,48017,2808908;2808909,kpe,110,61.9200,
1286,48027,1407067;1407077;1407078;1407083;1407088;1409103;1409109;1409115;1409116;1409133;1409145;1409146;1409157;1409325;1409326;1409921;1409922;1409928;1409995;1409996;1410002;1410008;1410013;1410014;1410019;1410020;2809027;2809028,kpe,110,274.6600,
1287,48035,2807476;2807477,kpe,110,22.2100,
1288,45937,72953874,ac,300,1040.5400,6
1289,45938,1367534;1367538;1367548;1367553;1367558;1367563;1367568;1367611;1367617;1374934;1374935;82863994;82863995,kpe,75,73.8400,
1290,45939,2847006;2847007,ac,300,14.6400,
1291,45940,785620,ac,250,0.2900,
1292,45941,785618,ac,250,1.2000,
1293,45942,1370719;2811313;2811314,ac,400,514.1400,1
1294,45943,1388424;1388425;1393806;1393812;1393813;2810322;2810323,ov,80,47.7600,
1295,45946,1360685;1360690;40531794,ac,200,55.4500,
1296,45948,14559898;14559899,pvc,50,2.7300,
1297,45949,1397941;1397945;1397953;1397958;1397959,ac,200,76.7900,1
1298,45950,785542,ac,200,12.4200,
1299,45951,1361708;1361718;1393818;1393819;1394186;1394187;2820798;2820799;2823157;2823158,ac,100,101.6300,1
1300,45952,1359032;1359033;1359037;1359038;1361742;1361747;1361753;1361758;1361763;1361768;1361773;2820842;2820843,ac,100,83.3200,
1301,45953,1399815;1399820;1399825;1399830;2817068;2847774;2847775,ac,80,72.0000,
1302,45955,1362891;1362895;1376614;1376619;1376620,pvc,90,97.2900,2
1303,45956,1403364;1403369;1403375;1403386;1403387;1403394;1403399;1403400;1403406;1403412;1403418;1403424;1403430;1403436;1403442;1403448;1403454;1403460;1403466;1403472;1403478;1403484;1403489;1403490;1403495;1403496,ov,80,186.4900,6
1304,45957,1363331;1363788;1363793;1363798;1363803;1363808;1363813;1363818;1363824;1363829;1363834;1363838;1363839;1390957;2828864;2828865,ov,80,171.6300,1
1305,45958,1363316;1363321;1363322;1363777;1392037;1392038;1403054;1403055;1403059;1403540;1403541;1411256;1411257,ov,100,117.2400,3
1306,45959,1393645;1403547;1403551;1403552,kpe,25,72.7000,1
